source_worktree,source_head,source_status_sha256,artifact_type,source_path,source_sha256,target_path,target_sha256,disposition,adjustment_or_exclusion
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,test,tests/test_v2_shadow_evidence_classifier.py,6e50bb7c235a0fcc76f39ec64420c281fc69bea57a4a43aa3d3b569e6f371734,tests/tools/evidence_audit/test_classifier.py,af290a010616300875d32b770ede84e168ba2ca1ba00e0ce9baff16244c6824c,migrated,package_import_only
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,test,tests/test_v2_shadow_evidence_contracts.py,b9f7c9861304e335c852a462a63c2f424c3c2a72f5bef5f7d5ae9b37e1e28877,tests/tools/evidence_audit/test_contracts.py,7828a1b7477627affcee3e37792e5f822ccdbd666e3e982ae5e22d0d6ce8c48b,migrated,package_import_only
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,test,tests/test_v2_shadow_evidence_ledger.py,256e7c3956378bfbd000761f0f3efbb690172c1ea3c0f66030f9228c96a30c83,tests/tools/evidence_audit/test_ledger.py,a2b4e7e1378cfdb9907193b9920d25f28893ea78733912ff3e30bb0386431db5,migrated,package_import_only
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,test,tests/test_v2_shadow_evidence_review.py,ff0b3ce57a16b9cfa45cd54ff7a4cb75506a09f19cf0d016e88e69f98b044824,tests/tools/evidence_audit/test_review.py,fd8bdad599937ef5cb3367ef7b10cbbef822458632a900d1cc3dd2f50d5f0ce7,migrated,package_import_only
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,fixture,tests/fixtures/shadow_evidence/canonical_consumer_parity.json,e7546c531c06af1723810067ea06651dab5a893cbcb9ccf87e12419b25f5cd2b,tests/fixtures/evidence_audit/canonical_consumer_parity.json,e7546c531c06af1723810067ea06651dab5a893cbcb9ccf87e12419b25f5cd2b,migrated,copy_exact
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,fixture,tests/fixtures/shadow_evidence/detail_36_ocr.json,8dd934a9b404c820271b233dd2223e650d243b3e4a99ec77efa217b0c79ff10a,tests/fixtures/evidence_audit/detail_36_ocr.json,8dd934a9b404c820271b233dd2223e650d243b3e4a99ec77efa217b0c79ff10a,migrated,copy_exact
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,fixture,tests/fixtures/shadow_evidence/manual_36.json,0788c460e20cb60921576b3593949a1592dc78d7eaf8d26ebf9b113a5ea07ccd,tests/fixtures/evidence_audit/manual_36.json,0788c460e20cb60921576b3593949a1592dc78d7eaf8d26ebf9b113a5ea07ccd,migrated,copy_exact
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,fixture,tests/fixtures/shadow_evidence/ocr_36.json,f96be372e5ed2665f3c2af216aad8b3ade27a794eb3e95a1eab4585585881973,tests/fixtures/evidence_audit/ocr_36.json,f96be372e5ed2665f3c2af216aad8b3ade27a794eb3e95a1eab4585585881973,migrated,copy_exact
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,fixture,tests/fixtures/shadow_evidence/processed_36.json,f726e442db8a04cffdb8e5528e9c59dd4aa68182b480c18195ec129888d78704,tests/fixtures/evidence_audit/processed_36.json,f726e442db8a04cffdb8e5528e9c59dd4aa68182b480c18195ec129888d78704,migrated,copy_exact
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,cli,scripts/build_shadow_review_queue.py,1ceacaf48f6ff53d70420e898a83709ef0203b62e4d8e435ff378982125755bf,,,excluded,requires_asyncpg_postgresql_and_old_runtime
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,build_script,scripts/build_canonical_decision_products.py,6178642cf3fcfdd6b317528f0c7bec171b4b4abe1806c9b783f1c467e120a65d,,,excluded,requires_old_runtime
/Users/bytedance/Desktop/xiaoro-shopping-master,8658e191c05e208b2939aa37fb1ee170b2784e4f,be35dbe626b26a65c8cff09d594aba2e4540f9f8f9e55a3d5fe0a1783c9f4d8c,cli_test,tests/test_v2_shadow_evidence_cli.py,ad7522cbc82f91f7c087dd9098cfbe3f12ee609110085bff45c51c9be63c95c3,,,excluded,imports_postgresql_dependent_cli
